year	title	author	director	theatre	ratings	comments
18	The Servant of Two Masters	Carlo Goldoni	Tracy Young	New Theatre	-1(-)-1(-)-1(-)-1(-)-1(-)-1(-)-1(-)-1(-)7(-)-1(-)-1(-)-1(-)-1	(-)(-)(-)(-)(-)(-)(-)(-)Extremely cheesy finale, and some lame topical references (to the recession and the cheapness of the production) knocked this down a notch or two, but the farce and physical comedy, as well as some of the improvisations, especially those of Mark Bedard (Truffaldino, the Servant) were quite enjoyable. Then again, I'm a sucker for this kind of clowning.(-)(-)(-)(-)
18	Henry VIII	William Shakespeare	John Sipes	Elizabethan	-1(-)5(-)-1(-)-1(-)-1(-)-1(-)-1(-)6(-)4(-)-1(-)5(-)-1(-)-1	(-)Faabulous costumes, but not much to make this one stand out from the crowd.  As a history play, it was interesting to see something that I knew a bit of the history behind.  And this play led nicely into Equivocation later in the weekend.  (-)(-)(-)(-)(-)(-)A complete historical whitewash by Shakespeare, which was a bit eye-opening in that way (didn't realize he was capable of selling out so much -- makes me want to look at his other works much more skeptically).  Competently done with the usual OSF professionalism.  This set up Equivocation (24 hrs later) very well.  Vilma Silva was very good as Catherine of Aragon (unlike others, I did not find her accent inconsistent).  Interesting to see Anthony Heald as the evil adviser in this show, then switched to Shag himself (playing opposite an evil adviser to King) in Equivocation.  (-)Not horrible in a &quot;pleaseendpleaseendpleaseend&quot; kind of way, but pretty damned boring. Too many characters, too little drama. Pretty costumes, and some fun pagentry keep it out of the basement, I guess.(-)(-)Boring play -- great costumes.  I think the story happened too close to Will's own time for him to be able to tell it with any truth or depth. (-)(-)
18	Macbeth	William Shakespeare	Gale Edwards	Bowmer	-1(-)7(-)-1(-)-1(-)-1(-)-1(-)-1(-)6(-)5(-)-1(-)5(-)-1(-)-1	(-)Solid Ashland version of Macbeth.  I found Robin Nordli as Lady Macbeth somewhat disappointing, actually -- I wanted her to be more strident and stronger.  Macbeth's performance did not bother me.  The baby creatures crawling out of the brew were disturbing indeed.(-)(-)(-)(-)(-)(-)Competent Macbeth -- I had not seen Macbeth done in Ashland previously, so I was relatively impressed.  See Micah's comments about Peter Macon; I agree that he had strange word pauses, a la William Shatner as Captain James T. Kirk.  I found Robin GN effective, but from the Lady Macbeth material I can see that she left a lot of additional ammo on the table.  Nontraditional set, with a staircase that twists halfway up and then stretches across the stage -- this made for an interesting &quot;procession of Banquo's descendents&quot;.  Witches (and their brew) were effective.  (-)Why must their intense, black leading men speak only at the bottom of their vocal range with the gain turned up to 11? Peter Macon wasn't as bad as Derrick Lee Weeden in that regard, but it was still quite mannered. Worse, his inflection often seemed independent of meaning or motivation, with random words and phrases popping out to create an artificial intensity separated from realistic humanity. <br /><br />Robin Goodrin Nordli as Lady M was a little disappointing as well. Too much glamour, not enough earthiness, I guess. Decent mad scene, though. <br /><br />Perhaps the problem was directorial, as there didn't really seem to be a strong answer to the question &quot;why this play, why now&quot;, and the recycled facist costumes didn't help. Also, is it me, or did the fighting seem a bit more hesitant than usual?<br /><br />On the positive side, cool witches, with the mini-witches, and the humonculii coming out of the cauldren.(-)(-)Very lackluster Macbeth. Costumes were not inspired (with recycled Nazi jackboots and overcoats for the men), set was rather boring, and performances were at best fine and at worst laughable. (I think the &quot;comedy&quot; in the dinner scene was more or less unintentional.)  The lead, Peter Macon, was (I think?) trying to play him as somewhat hounded and driven mad by purely external magical forces, which is a poor choice at best. The witches and the magic should be an expression of the darkness at work inside the characters; the ambivalence between what we want to do and what we know is right; the choices we give ourself.  Macbeth (mostly) accepts the darkness and Banquo (mostly) rejects it.  But there was little of this in the lead's performance.  He was (ahem) full of sound and fury, but signifying nothing.  <br /><br />I agree with other that Robin GN was disappointing -- it's one of Shakespeare's best characters, and she didn't shine.  (-)(-)
18	Equivocation	Bill Cain	Bill Rauch	Bowmer	-1(-)8(-)-1(-)-1(-)-1(-)-1(-)-1(-)8(-)8(-)-1(-)-1(-)-1(-)-1	(-)Fun Shakespeare meta-drama, with play-within-a-play, multiple actors playing the same character both in the play and in the play-within-a-play.  Nicely written, very well acted, quite complex, with a father-daughter plot in addition to the political drama.  Ultimately, though, it failed to move me either comedically or emotionally to the level of a 9 or 10.(-)(-)(-)(-)(-)(-)World Premiere at OSF this season.  Good script and great performances on behalf of the men.  Judith (Shag's daughter) did not come across as very strong or otherwise likable/notable.  <br /><br />The script also seems like it is still a work in progress -- some very good parts but lost some momentum during Shag's investigation, and a disappointing wrap-up.  Still, the work was effective.  <br /><br />I absolutely LOVED the links to HVIII and MB, which we saw the previous day.  Could not have sequenced these more perfectly.  (-)Fun imagining of the time leading up to the first performance Macbeth. Bravura performances from Anthony Heald (Shag), Richard Elmore (Richard, etc.), Jonathan Haugen (Cecil, etc.), John Tufts (Sharpe, James I, etc.), Gregory Linington (etc.:). Christine Albright was also decent as Shag's all knowing daughter, Judith. <br /><br />Funny, dramatic, clever, meaningful. TONS of references to Henry VIII and Macbeth, which we'd seen the night before, and earlier in the day. (I liked their snippets sooo much better than what we saw in the Mac production.) I can't really think of anything I'd change, except, maybe Judith's soliloquies, which didn't quite work for me, perhaps because they make her more of an &quot;all-wise&quot; narrator than a fleshed-out character.(-)(-)(-)(-)
18	Paradise Lost	Clifford Odets	Libby Appel	Bowmer	-1(-)5(-)-1(-)-1(-)-1(-)-1(-)-1(-)5(-)5(-)-1(-)-1(-)-1(-)-1	(-)I usually love this kind of living room drama with various family disfunctions on display.  The first two acts seemed like a 7 or 8 with possibilities for 9.  Then act three failed to show any substantive character development, failed to tie up various loose ends, involved two drippy speeches and was just generally annoying.  The final message seems to be, &quot;Being philosophical and moral is hard to do in this world and will lead to people shitting all over you, but you should do it anyway.&quot;  Why you should do it was not made clear.  Still, the acting was great, and there was lots of good dialog.(-)(-)(-)(-)(-)(-)Much as Micah/Bill have already stated.  First act was very good indeed -- high expectations at first intermission.  However, the second act declined to follow-up on interesting opportunities (&quot;loaded guns&quot;) left hanging at end of act one.  Then, the unmoving and abbreviated act three didn't build much upon the first two acts.  A frustrating and somewhat pointless ending.  <br /><br />Solid sets/lighting/sound/technicals, and good acting from the mains through to the smaller characters (Coulson the understudy was not bad).  It was the playwright that let us down on this one.  (-)I was really liking this play after the first act, enjoyed the second act, and was interested all the way through till the abrupt and preachy ending. Strong acting throughout, and a great Ashland Family Drama (tm) set.(-)(-)(-)(-)
19	American Night: The Ballad of Juan Jose	Richard Montoya and Culture Clash	Jo Bonney	Bowmer	-1(-)8(-)7(-)-1(-)-1(-)-1(-)-1(-)7(-)-1(-)-1(-)-1(-)-1(-)-1	(-)Extra points for being a premiere and for being genuinely different from any play I'd seen for a while.  The acting was good, but I can't name any of the characters, so I can't say who I liked and who I didn't.  I was strangely moved by the final Neil Diamond song (&quot;Coming to America&quot;).  The play was funny, but nowhere near as funny as the raucously laughing guy next to me seemed to think it was!(-)Creativity and theatricality took this collection of multi-cultural vignettes and wove them together in an interesting way.  Fun mix of modern sensibility and revisionist history. But is it enough to simply invoke issues of immigration without using them to form a meaningful dramatic arc?  I think it says a lot that what has stayed with me most about the play is the terrific set and video projections.(-)(-)(-)(-)(-)Interesting, disjoint.  Quasi-fantasy about the experience of becoming an American citizen - one of the 37 works commissioned by OSF over the next few years.  The New Theater always creates a feeling of closeness and inclusion (particularly in this year's Ruined), and this was no exception.  The many dream sequences were a bit disconnected, and the actors seemed too self-aware (mugging for the audience a bit).  Nonetheless it was well-done, and I'm glad to have seen it.  (-)(-)(-)(-)(-)
19	She Loves Me	Joe Masteroff, Jerry Bock, Sheldon Harnick	Rebecca Taichman	Bowmer	-1(-)9(-)8(-)-1(-)-1(-)8(-)-1(-)8(-)8(-)-1(-)-1(-)8(-)-1	(-)My fave of the season.  A not very ambitious musical but perfect in scale for Ashland.  The last scene of the first act, in the restaurant, was by far the best, both for emotional content and for Dan Donohue's comic genius as the uptight waiter.  The ingenue's voice was very good; the other voices were lackluster.<br />(-)Great stuff, love this show.  Very accomplished production--OSF made sure that the sheen on the show's sparkle was top-notch.  Though I've seen more perfect productions of this musical, it was certainly a treat this go around as well.(-)(-)(-)Very very enjoyable.  So great to see a real musical at Ashland.  Charming show, music, cast, especially Dan Donohue as the waiter in the fab cafe scene.  (-)(-)Charming, Delightful.  As someone unfamiliar with the show (but familiar with the movie &quot;You've Got Mail&quot;), I was effectively swept along.  Wonderful score, effective set.  (-)Wonderful show. Lisa McCormick and Mark Bedard were charming as the young couple. Good performances overall, but I'd wish they'd hired more than one singer (Lisa). Michael Elich bugged as usual, I'm still not really a Miriam Laube fan, and Eymard Meneses Cabling as Arpad was a bit too &quot;showy musical theatre&quot;. Dan Donohue killed as the waiter, of course.(-)(-)(-)Amy Adams was great. Loved the ice cream scene and the waiter at the cafe. (-)
19	Twelfth Night	William Shakespeare	Darko Tresnjak	Elizabethan	-1(-)-1(-)8(-)-1(-)-1(-)-1(-)-1(-)7(-)-1(-)-1(-)-1(-)-1(-)-1	(-)(-)Exactly what I had expected of a OSF Shakespeare comedy in the Elizabethan.  A comfortable, funny, and entertaining product. Maybe one of my favorite of these similar comedies I can remember from the festival over the years.(-)(-)(-)(-)(-)Unsurprisingly Satisfying.  The standard Shakespeare formula, well-produced in the usual professional Ashland style.  (-)(-)(-)(-)(-)
19	Hamlet	William Shakespeare	Bill Racuh	Bowmer	-1(-)7(-)-1(-)-1(-)-1(-)7(-)-1(-)-1(-)6(-)-1(-)-1(-)6(-)-1	(-)A solid, standard Ashland presentation.  I was not as turned off by Dan Donohue's Hamlet as some others were.  He seemed to bring many of his personal mannerisms into the role, but I liked seeing a different sort of Hamlet, and I appreciated the laugh lines where I'd not seen them before.  The scene with Ophelia and Laertes was better than I can remember seeing before.(-)(-)(-)(-)I don't blame the play for putting me to sleep...I was just tired.  I truly enjoyed the direction and performances, and found this to be one of the more lucid productions of Hamlet I've seen, perhaps due to the modern staging.  Seeing Laertes at dinner the next night was an added bonus.  (-)(-)(-)A little gimicky - the sign language, the hiphop players, but kind of interesting. Not interesting enough to overcome my sleepiness. Dan Donahue was good, and as expected found humor in surprising places.(-)(-)(-)Great set. Liked the crazy prince, except when he was channelling the thermions from Galaxy Quest. Claudius bugged me and Ophelia stopped just as it was getting interesting. (-)
19	Ruined	Lynn Nottage	Liesl Tommy	New Theatre	-1(-)6(-)8(-)-1(-)-1(-)-1(-)-1(-)7(-)6(-)-1(-)-1(-)7(-)-1	(-)Maybe my expectations were too high due to positive reviews and the Pulitzer.  This was an ambitious play, and it's quite successful, but I did not feel as moved as I thought I would or, indeed, as I thought I should be, given the subject matter.  The set, and especially the jungle at the edge of the set, was cool.(-)I think I appreciated the structure and craft of this play more than others in the group. The excellent use of space, the balancing act of tragedy and warmth, the unique and interesting energy of the Congo setting...all these elements worked very well.  Acting was excellent as well.  Of the plays we saw this year, this one has stayed with me the longest after my return home.(-)(-)(-)(-)(-)Missed Opportunity.  Mama was imposing and resourceful.  Loved the on-stage drummer &amp; guitarist, and the rustling of the brush at stage's edge.  The New Theater is seemingly a perfect place to see this show, putting you in the middle of the action and the feeling of being surrounded/trapped.  However, this setting was somehow not fully capitalized: I did not connect as powerfully to this horrible subject matter as I expected I would.  (-)Good, and depicts a terrible reality, but somehow not really satisfying, perhaps because my expectations were raised quite high by the Pulitzer, etc. Stock characters, a strange happy ending, couldn't identify with any of the characters. Bill's right -- it's a six.(-)(-)(-)Mama was great. Powerful performances by multiple. Didn't enjoy the long political monologues. (-)
20	Julius Caesar	William Shakespeare	Amanda Dehnert	New Theatre	-1(-)-1(-)7(-)-1(-)-1(-)-1(-)-1(-)-1(-)7(-)-1(-)-1(-)-1(-)-1	(-)(-)Good solid and clear production.  Caesar, with echoes of Sarah Palin, didn't really add much to the simple, stark concept in the New Theatre. The meaty roles definitely belonged to Marc Antony and Brutus.  Good death scene.  The 4th and 5th acts always seem to confuse things a bit, but luckily this production tightened them up as much as possible.(-)(-)(-)(-)(-)(-)The female Caesar didn't add much, really, and may even have subtracted slightly, despite a fine performance by Vilma Silva. This version didn't do much to establish the fact of Caesar's tyranny, but maybe that was the point. Great job on the Marc Antony speech (which never fails to amaze me in its writing) by Danforth Comins. Weird Japanese soothsayer girl couldn't speak and bugged me.(-)(-)(-)(-)
20	Ghost Light	Tony Taccone	Jonathan Moscone	New Theatre	-1(-)-1(-)3(-)-1(-)-1(-)-1(-)-1(-)-1(-)4(-)-1(-)3(-)-1(-)-1	(-)(-)My dad was killed and no one is giving ME enough attention. Waaaaah!  <br />What an indulgent, and ultimately not very rewarding, little play.  There were interesting moments, but the lead character was a cliche, as were the rest of the &quot;true-story&quot; gay elements.  Left me with a big &quot;meh.&quot;(-)(-)(-)(-)(-)(-)Funny moments, and an engaging leading man, but overall felt a little too narcissistic.(-)(-)Amateurish writing and direction. VERY talky, preachy, self-indulgent. Some amusing moments in the second act, but overall I just didn't care about the lead character, or the play.  Nor, apparently, did Robynn Rodriguez, who seemed like a talking head.  And -- lest we forget -- &quot;I don't care if you quit Hamlet, just DON'T QUIT ON ME!!!!&quot;(-)(-)
20	Willful	Michael Rohd and Shannon Scorfano	Michael Rohd	The Grounds	-1(-)-1(-)8(-)-1(-)-1(-)-1(-)-1(-)-1(-)7(-)-1(-)8(-)-1(-)-1	(-)(-)It's funny how much we were pre-scorning this concept. But I would now that this was probably my favorite experience of Ashland 2011.  The spirit of the piece, with the music and the tone of the message, was inspirational and unique.  There were a few too many concepts crammed into one experience, but so many of them worked that I can't fault the overall experience.  I loved the first outdoor scene, and the surprise of each new location.  The ending setting was moving...yup, I cried.  &quot;Look at that View&quot;  (-)(-)(-)(-)(-)(-)Totally feared this going in. During most of the first act and parts of the third, I was cringing at the sincerity and melodrama. Ultimately, though, I found it rather beautiful, and I really enjoyed the puzzle of it. Cool moments with the rocks and I liked the challenge of interpreting the sign language part. I thought they handled the theatricality quite well overall; I just would have liked a bit more depth to the story. Bonus point for trying something experimental.(-)(-)Really liked this -- to my surprise.  Worked very well for me -- I like the small, archetypal feel of the individual stories, and the slow revelation that they were interconnected around the main older female character.  Loved: the non-linear feel; the multiple symbolic pathways (narrative, philosophy, nature and science, dance and movement, music); the &quot;non-character&quot; usher/actor people; the close interaction with the actors; the small staged &quot;natural&quot; scenes in the walk between the room where we got our rocks and the Black Swan; the warmth and invitation of the whole thing.  The actor/participants seems to be committed to the whole project, and the logistics were mostly handled really well, all of which added to the success.  Resonated very strongly with my profession, which is all about working with and understanding people's narrative and non-narrative memories, as well as all the other facets of their immediate and remembered experience -- so I think it was an especially meaningful experience for me.  Would probably have given it a 7, but (like Micah), bonus point for going out on a limb.  (-)(-)
20	August: Osage County	Tracy Letts	Christopher Liam Moore	Bowmer	-1(-)-1(-)8(-)-1(-)-1(-)-1(-)-1(-)-1(-)8(-)-1(-)8(-)-1(-)-1	(-)(-)High drama, with good comedic bits.  A bit more explicit and demonstrative than I had expected, but very well produced and performed.  OSF is made for this type of play.  Of high quality—engaging, funny and moving.(-)(-)(-)(-)(-)(-)Very funny rendering of a wonderful play for a great ensemble of actors like they have at OSF. I didn't feel totally emotionally moved at the end, though, which is what keeps it from being a 9 or a 10 for me. Strong performances all around, though there was something slightly flat in Robynn Rodriguez's performance of Barbara, the eldest daughter. I wasn't bothered by Ivy's performance as some were, but Jean kind of bugged. I'm nit picking, though. This is the kind of thing we come to Ashland to see, after all.(-)(-)Yeah -- a great Ashland show. Really loved it, and was on the edge of my seat nearly the whole time.  I think I valued the performances and production somewhat more than the actual play, though in general a well-crafted work.  I think of it as some combination of Who's Afraid of Virginia Woolf and Long Days Journey Into Night, with a little Kaufmann and Hart (e.g. &quot;The Royal Family&quot;) thrown in for comedy. And not nearly as good as any of those. I agree with Eric about the somewhat overly demonstrative feel of the play -- I think that despite the fact that the brashness of the characters is a great strength of the play, that more subtlety of some sort (in places and ways I can't identify right off) would probably have made it a much greater play.  I also agree with Micah that Robynn Rodriguez seemed slightly off  -- in fact, she seemed off in both plays we saw her in, which might have been solely due to her having to push herself through Ghost Light. My score is high, though, 'cause I overall had a great time with this.  (-)(-)
21	Troilus and Cressida	William Shakespeare	Rob Melrose	New Theatre	-1(-)3(-)3(-)-1(-)-1(-)-1(-)-1(-)3(-)3(-)-1(-)4(-)-1(-)-1	(-)(-)(-)(-)(-)(-)(-)Our first $90+ theater tickets.  Confused direction led this show offtrack.  Set in modern-day Middle East, with the Greeks in desert camo and Trojans in darker sharp-looking uniforms.  Cressida didn't really make sense - left Troilus way too easily.  Relatively annoying portrayal of Panderus (the go-between of Troilus and Cressida) as the over-the-top fey uncle.  Even more annoying was the hyper, druggie, burst-out-laughing-in-your-face Michael Elich.  A lot of strange dramaturg choices in this production.  Completely unsatisfying ending.  We half-seriously considered leaving at intermission.  (-)Was this the same show we saw ten years ago? Felt like a screwball romance mashed into a war play. Many over the top characterizations, and unsatisfying lacks of resolution. Awesome sets and costumes, but the show was pretty terrible.(-)(-)(-)(-)
21	Animal Crackers	George S. Kaufman and Morrie Ryskind, Music and Lyrics by Bert Kalmar and Harry Ruby	Allison Narver	Bowmer	-1(-)6(-)7(-)-1(-)-1(-)-1(-)-1(-)8(-)9(-)-1(-)8(-)-1(-)-1	(-)(-)(-)(-)(-)(-)(-)Very enjoyable.  Wonderful sections that (we think) were mostly impromptu.  On-stage quintet accompanied consistently delightful vocal numbers, most with wonderful dancing.  Hilarious moments: &quot;mopping the floor&quot; with the hostess, brothers going through the audience, improv version of Medea/Macbeth/Cinderella, two characters mixing up each others names and ultimately having a Playbill thrown at them from the audience, etc.  A great Chico, a great Groucho, a great Harpo, and good 'straight men' all around.  Seeing 1-2 other characters almost crack up makes me want to watch old Carol Burnett episodes.  (-)Fantastic screwball comedy, with good singing throughout. (A first, I think.) A few over-extended improvisatory moments, but those were more than made up for by the ones that worked. Also, I did Showboat with the wonderful ingenue, Laura Griffith, which made it extra fun for me. My fear of a Groucho impression was unfounded, as Mark Bedard acquitted himself well in the role. John Tufts &amp; Brent Hinkley were also great as Chico and Harpo.(-)(-)(-)(-)
21	Medea/Macbeth/Cinderella	Adapted by Bill Rauch and Tracy Young from the plays by Euripides, Shakespeare, and Rogers &amp; Hammerstein	Bill Rauch and Tracy Young	Bowmer	-1(-)5(-)2(-)-1(-)-1(-)-1(-)-1(-)5(-)5(-)-1(-)6(-)-1(-)-1	(-)(-)(-)(-)(-)(-)(-)I found the show fascinating as an intellectual exercise - three plays that basically proceeded concurrently within the same stage space.  Some of the synchronized moments were very interesting; others seemed contrived.  Regardless, my connection to this performance was purely in the admiration of the difficulty of making it &quot;work&quot; - much like I would admire a six-part Bach double-fugue - but with Bach if you forget how hard it is, you still enjoy it on its own merits.  Here, the juxtaposition was just too wide a chasm between Cinderella and Medea/Macbeth.  (-)I was about 50/50 on this experiment/pet-project. The themes blended well, and watching the clockwork was often fun. They created a number of interesting parallels between the shows, and I liked the way they stripped away the costumes at the end. However, there were just as many moments where the cacophony made it impossible to understand what was going on, or where the shows conflicted, or where the &quot;parallels&quot; came across as little more than gimmicks. Tonally, Cinderella is far too different from the other two. <br /><br />I liked the idea of the frame -- the ghost light, but something about the details of the way it was handled in Mark Bedard's characterization was distracting -- was he a victim of the ghosts around him, the master, or a dreamer of the proceedings? He seemed to veer awkwardly between the three. <br /><br />The cross-dressing didn't work for me -- I was too aware of the falseness of Lady Macbeth's costume, despite a good performance, and Jason wasn't at all convincing. (I liked them both better when they dropped the drag and came out in their &quot;actor&quot; costumes.)(-)(-)(-)(-)
